,respid,hidsq01a,sq01,sq05b,hidsq03,sq08ax1_1,hq04a,sq04,sq10_1,sq10_2,sq10_3,sq10_4,sq10_5,sq10_6,sq10_7,sq10_8,sq10_9,sq10_10,sq10_11,sq10_12,sq10_13,sq10_14,sq10_15,sq10_16,sq10_17,sq10_18,sq10_19,sq10_20,sq10_21,sq10_22,sq10_66,sq10_23,sq10_24,sq10_25,sq10_26,sq10_27,sq10_28,sq10_29,sq10_30,sq10_31,sq10_32,sq10_33,sq10_34,sq10_35,sq10_36,sq10_37,sq10_38,sq10_39,sq10_40,sq10_41,sq10_42,sq10_43,sq10_44,sq10_45,sq10_46,sq10_47,sq10_48,sq10_49,sq10_50,sq10_51,sq10_52,sq10_53,sq10_54,sq10_55,sq10_56,sq10_57,sq10_58,sq10_59,sq10_60,sq10_61,sq10_62,sq10_63,sq10_64,sq10_65,K6b,sq08x1_1,sq08x1_2
284,1965.0,1.0,2.0,7.0,2.0,30.0,5.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,20.0,8.0
285,1978.0,1.0,2.0,1.0,3.0,15.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,5.0,5.0,10.0
286,1982.0,2.0,2.0,3.0,3.0,72.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,24.0,48.0
287,1989.0,3.0,2.0,2.0,4.0,16.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,,1.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,20.0
288,1990.0,1.0,2.0,3.0,3.0,24.0,1.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,4.0,1.0,1.0,10.0,12.0
289,1993.0,3.0,2.0,1.0,3.0,15.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,10.0,5.0
290,2000.0,3.0,2.0,8.0,4.0,50.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,5.0,3.0,3.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,7.0,16.0
291,2001.0,3.0,2.0,2.0,2.0,20.0,2.0,2.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,4.0,1.0,1.0,3.0,6.0,12.0,5.0
292,2005.0,3.0,1.0,5.0,3.0,28.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,20.0,8.0
293,2008.0,2.0,2.0,4.0,3.0,10.0,2.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,,4.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,7.0
294,2010.0,3.0,2.0,3.0,3.0,30.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,24.0,10.0
295,2016.0,3.0,2.0,4.0,4.0,20.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,1.0,4.0,5.0,1.0,5.0,4.0,1.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,1.0,2.0,5.0,1.0,4.0,4.0,4.0,3.0,5.0,1.0,1.0,1.0,5.0,3.0,4.0,5.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,1.0,3.0,5.0,5.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,5.0,5.0,1.0,2.0,6.0,10.0
296,2019.0,2.0,2.0,1.0,2.0,40.0,4.0,1.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,5.0,3.0,,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,3.0,5.0,7.0
297,2022.0,1.0,2.0,8.0,2.0,7.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,5.0,1.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,,1.0,2.0,4.0,5.0,2.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,5.0,4.0,5.0
298,2023.0,3.0,2.0,7.0,3.0,35.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,6.0
299,2030.0,3.0,2.0,6.0,4.0,30.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,12.0,12.0
300,2032.0,1.0,1.0,6.0,3.0,30.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,5.0,5.0,4.0,,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,1.0,4.0,3.0,1.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,1.0,5.0,3.0,4.0,5.0,6.0,14.0
301,2054.0,3.0,1.0,2.0,3.0,27.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,5.0,4.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0
302,2057.0,3.0,1.0,2.0,1.0,70.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,24.0,48.0
303,2060.0,3.0,1.0,4.0,3.0,49.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,7.0
304,2063.0,3.0,2.0,8.0,3.0,27.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,3.0,3.0,15.0
305,2064.0,3.0,1.0,7.0,3.0,21.0,3.0,1.0,3.0,4.0,2.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,1.0,5.0,3.0,5.0,1.0,1.0,5.0,3.0,4.0,4.0,,3.0,1.0,4.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,21.0,10.0
306,2065.0,2.0,2.0,2.0,3.0,15.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,3.0,10.0,10.0
307,2071.0,3.0,1.0,5.0,3.0,24.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,8.0,16.0
308,2073.0,2.0,2.0,2.0,4.0,25.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,10.0,20.0
309,2076.0,3.0,2.0,5.0,4.0,25.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,,1.0,2.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,15.0,8.0
310,2077.0,3.0,2.0,5.0,4.0,45.0,4.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,5.0,4.0,3.0,4.0,1.0,3.0,1.0,4.0,4.0,,3.0,3.0,4.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,1.0,3.0,5.0,4.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,10.0,10.0
311,2079.0,3.0,1.0,6.0,3.0,30.0,4.0,1.0,1.0,4.0,5.0,4.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0,1.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,5.0,5.0,3.0,5.0,4.0,1.0,5.0,1.0,4.0,3.0,5.0,1.0,5.0,1.0,1.0,3.0,4.0,5.0,16.0
312,2084.0,3.0,2.0,5.0,3.0,35.0,2.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,4.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,4.0,1.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,1.0,15.0,20.0
313,2086.0,3.0,2.0,7.0,4.0,25.0,5.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,5.0,5.0,3.0,1.0,2.0,3.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,4.0,15.0,10.0
314,2087.0,2.0,2.0,1.0,1.0,30.0,3.0,1.0,5.0,4.0,4.0,1.0,1.0,5.0,1.0,5.0,4.0,1.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,,1.0,4.0,5.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,5.0,5.0,4.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,4.0,3.0,2.0,6.0,6.0
315,2093.0,2.0,2.0,3.0,3.0,15.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,,1.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,1.0,3.0,4.0,1.0,9.0,5.0
316,2112.0,3.0,2.0,1.0,2.0,20.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,5.0,1.0,6.0,20.0,20.0
317,2113.0,3.0,2.0,6.0,3.0,20.0,1.0,2.0,4.0,4.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,3.0,2.0,3.0,5.0,1.0,1.0,3.0,1.0,5.0,3.0,3.0,4.0,5.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,5.0,1.0,1.0,1.0,10.0,10.0
318,2118.0,3.0,1.0,2.0,3.0,50.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,5.0,5.0,2.0,3.0,,1.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,5.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,20.0,30.0
319,2125.0,3.0,2.0,6.0,4.0,30.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,5.0,4.0,4.0,5.0,4.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,5.0,4.0,5.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,5.0,5.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,10.0,10.0
320,2130.0,3.0,2.0,5.0,3.0,25.0,5.0,2.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,24.0,12.0
321,2131.0,1.0,2.0,5.0,3.0,45.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,4.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,1.0,4.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,4.0,5.0,4.0,1.0,5.0,1.0,5.0,5.0,1.0,4.0,4.0,5.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,1.0,2.0,20.0,25.0
322,2137.0,3.0,2.0,6.0,4.0,10.0,4.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,3.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,15.0,30.0
323,2138.0,2.0,2.0,4.0,4.0,35.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,10.0,15.0
324,2139.0,1.0,2.0,8.0,1.0,5.0,5.0,2.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,5.0,24.0
325,2144.0,3.0,2.0,5.0,3.0,20.0,5.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,5.0,5.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,5.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,6.0,15.0,6.0
326,2146.0,2.0,2.0,5.0,3.0,30.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,20.0,15.0
